PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Species/Cell Type,Sex,Assay Type,Assay Code,Results,Activation,Dose Response,Panel Report,Reference,Evaluation Type
91,363894751,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Active,,,,Mouse,Male,"Heritable translocation test, chromosome aberrations",HTT+,Positive,,,"EMICBACK/37491; MUTAT RES 76:191-215,1980","EMICBACK/11369; CHEM MUTAGENESIS MAMM MAN 194-213,1970",Evaluation A (Pre-1980)
92,363894751,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Active,,,,Mouse lymphoma (L5178Y) cells,,Forward gene mutation at the thymidine kinase (TK) locus; chromosome aberrations,L51+*,Positive,With metabolic activation,,"EMICBACK/50691; MUTAT RES 115:225-251,1983","EMICBACK/31144; MUTAT RES 59:61-108,1979",Evaluation A (Pre-1980)
93,363894751,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Active,,,,Mammalian polychromatic erythrocytes,,"Micronucleus test, chromosome aberrations",MNT+,Positive,,,"EMICBACK/50890; MUTAT RES 123:61-118,1983",,Evaluation A (Pre-1980)
94,363894751,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Active,,,,Mouse,Female,"Spot test, gene mutation",MST+,Positive,,,"EMICBACK/41536; MUTAT RES 86:355-379,1981","EMICBACK/26409; ARCH TOXICOL 38:87-98,1977 ; EMICBACK/34445; MUTAT RES 70:103-108,1980",Evaluation A (Pre-1980)
95,363894751,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Inactive,,,,Arabidopsis species,,Gene mutation,ARM-,Negative,,,"EMICBACK/45875; MUTAT RES 99:243-255,1982",,Evaluation A (Pre-1980)
96,363894751,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Active,,,,Escherichia coli polA (W3110 vs P3478),,"Rec-assay, DNA effects (bacterial DNA repair)",RE2+,Positive,,,"EMICBACK/45048; MUTAT RES 87:211-297,1981",,Evaluation A (Pre-1980)
97,363894751,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Unspecified,,,,Human lymphocytes,,Sister-chromatid exchange (SCE) in vitro,SCLT,No conclusion,,,"EMICBACK/41613; MUTAT RES 87:17-62,1981",,Evaluation A (Pre-1980)
98,363894751,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Active,,,,Nonhuman,,Sister-chromatid exchange (SCE) in vitro,SC2+D,Positive,,With dose response,"EMICBACK/41613; MUTAT RES 87:17-62,1981",,Evaluation A (Pre-1980)
99,363894751,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Active,,,,Nonhuman,,Sister-chromatid exchange (SCE) in vivo,SC3+D,Positive,,With dose response,"EMICBACK/41613; MUTAT RES 87:17-62,1981",,Evaluation A (Pre-1980)
100,363894751,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Active,,,,Mouse,Male,"Specific locus test, gene mutation",SLT+,Positive,,,"EMICBACK/41535; MUTAT RES 86:329-354,1981","EMICBACK/9285; GENETICS 68:S14,1971",Evaluation A (Pre-1980)
101,363894751,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Active,,,,Rat,Male,Sperm morphology,SPA+,Positive,,,"EMICBACK/50126; MUTAT RES 115:1-72,1983",,Evaluation A (Pre-1980)
102,363894751,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Active,,,,F1 mouse,Male,Sperm morphology,SPF+,Positive,,,"EMICBACK/50126; MUTAT RES 115:1-72,1983",,Evaluation A (Pre-1980)
103,363894751,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Active,,,,Human,Male,Sperm morphology,SPH+,Positive,,,"EMICBACK/50125; MUTAT RES 115:73-148,1983",,Evaluation A (Pre-1980)
104,363894751,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Active,,,,Mouse,Male,Sperm morphology,SPI+,Positive,,,"EMICBACK/50126; MUTAT RES 115:1-72,1983",,Evaluation A (Pre-1980)
105,363894751,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Unspecified,,,,Rabbit,Male,Sperm morphology,SPRT,No conclusion,,,"EMICBACK/50126; MUTAT RES 115:1-72,1983",,Evaluation A (Pre-1980)
106,363894751,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Active,,,,Drosophila melanogaster,,Sex-linked recessive lethal gene mutation,SRL+,Positive,,,"EMICBACK/50912; MUTAT RES 123:183-279,1983",,Evaluation A (Pre-1980)
107,363894751,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Active,,,,Escherichia coli WP2 UVRA,,Tryptophan reverse gene mutation,WPU+,Positive,,,"EMICBACK/37490; MUTAT RES 76:169-190,1980",,Evaluation A (Pre-1980)
108,363894751,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Active,,,,Escherichia coli WP2,,Tryptophan reverse gene mutation,WP2+,Positive,,,"EMICBACK/37490; MUTAT RES 76:169-190,1980",,Evaluation A (Pre-1980)
109,363894751,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Active,,,,Saccharomyces cerevisiae,,Mitotic recombination or gene conversion,YEC+*,Positive,With metabolic activation,,"EMICBACK/52546; MUTAT RES 133:199-244,1984",,Evaluation A (Pre-1980)
110,363894751,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Active,,,,Saccharomyces cerevisiae,,Forward gene mutation,YEF+,Positive,,,"EMICBACK/52546; MUTAT RES 133:199-244,1984",,Evaluation A (Pre-1980)
111,363894751,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Active,,,,Saccharomyces cerevisiae,,Mitotic recombination or gene conversion,YEH+,Positive,,,"EMICBACK/52546; MUTAT RES 133:199-244,1984",,Evaluation A (Pre-1980)
112,363894751,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Active,,,,Saccharomyces cerevisiae,,Reverse gene mutation,YER+,Positive,,,"EMICBACK/52546; MUTAT RES 133:199-244,1984",,Evaluation A (Pre-1980)
113,363894751,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Unspecified,,,,Human diploid fibroblasts,,"Unscheduled DNA synthesis (UDS) in vitro, DNA effects",UDHT,No conclusion,,,"EMICBACK/52100; MUTAT RES 123:363-410,1983",,Evaluation A (Pre-1980)
114,363894751,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Active,,,,Nonhuman,,In vivo carcinogenicity studies,CCG+,Positive,,,"EMICBACK/67174; MUTAT RES 185:1-195,1987",,Evaluation A (Pre-1980)
115,363894751,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Active,,,,Mouse germ cells,Male,Unscheduled DNA synthesis (UDS) in vivo; DNA effects,UDT+,Positive,,,"EMICBACK/58407; MUTAT RES 134:143-157,1984",,Evaluation A (Pre-1980)
116,363894751,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Active,,,,"Salmonella typhimurium (one or more of the five standard strains: TA98, TA100, TA1535, TA1537, and TA1538)",,"Histidine reverse gene mutation, Ames assay",SAL+*,Positive,With metabolic activation,,"EMICBACK/63689; MUTAT RES 168:69-240,1986","EMICBACK/30056; DRUG CHEM TOXICOL 1:277-304,1978 ; EMICBACK/25086; CANCER RES 37:2209-2213,1977",Evaluation A (Pre-1980)
117,363894752,5755,C[C@]12C[C@@H]([C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@]34C)O,Active,,,,Human lymphocytes,,Sister-chromatid exchange (SCE) in vivo,SCY+,Positive,,,EMIC/91392; Mutat Res 1993 Sep;297(2):101-80,"EMICBACK/47072; ACTA PAEDIATR ACAD SCI HUNG 21:139-143,1980",Evaluation B (Post-1980)
118,363894752,5755,C[C@]12C[C@@H]([C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@]34C)O,Active,,,,Human,Male,Sperm morphology,SPH+,Positive,,,"EMICBACK/50125; MUTAT RES 115:73-148,1983",,Evaluation A (Pre-1980)
119,363894753,5756,C[C@]12CC[C@H]3[C@H]([C@@H]1C[C@H]([C@@H]2O)O)CCC4=C3C=CC(=C4)O,Active,,,,Human,,Sister-chromatid exchange (SCE) in vitro,SC1+,Positive,,,"EMIC/91392; Mutat Res 297:101-180,1993","EMICBACK/50904; CANCER RES 43:4114-4118,1983",Evaluation B (Post-1980)
120,363894753,5756,C[C@]12CC[C@H]3[C@H]([C@@H]1C[C@H]([C@@H]2O)O)CCC4=C3C=CC(=C4)O,Active,,,,Human lymphocytes,,Sister-chromatid exchange (SCE) in vitro,SCL+,Positive,,,"EMIC/91392; Mutat Res 297:101-180,1993","EMICBACK/50904; CANCER RES 43:4114-4118,1983",Evaluation B (Post-1980)
121,363894754,5757,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O,Inactive,,,,Human lymphocytes,,Sister-chromatid exchange (SCE) in vitro,SCL-*,Negative,With metabolic activation,,"EMIC/91392; Mutat Res 297:101-180,1993","EMICBACK/60103; MUTAT RES 156:199-218,1985 ; EMICBACK/50904; CANCER RES 43:4114-4118,1983",Evaluation B (Post-1980)
122,363894754,5757,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O,Inactive,,,,Human lymphocytes,,Sister-chromatid exchange (SCE) in vitro,SCL-,Negative,,,"EMIC/91392; Mutat Res 297:101-180,1993","EMICBACK/60103; MUTAT RES 156:199-218,1985 ; EMICBACK/50904; CANCER RES 43:4114-4118,1983",Evaluation B (Post-1980)
123,363894754,5757,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O,Inactive,,,,Human,,Sister-chromatid exchange (SCE) in vitro,SC1-,Negative,,,EMIC/91392; Mutat Res 1993 Sep;297(2):101-80,"EMICBACK/60103; MUTAT RES 156:199-218,1985",Evaluation B (Post-1980)
124,363894754,5757,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O,Unspecified,,,,Nonhuman,,Sister-chromatid exchange (SCE) in vitro,SC2T,No conclusion,,,EMIC/91392; Mutat Res 1993 Sep;297(2):101-80,"EMICBACK/60360; JNCI J NATL CANCER INST 75:575-580,1985",Evaluation B (Post-1980)
125,363894754,5757,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O,Active,,,,Rat,Male,Sperm morphology,SPA+,Positive,,,"EMICBACK/50126; MUTAT RES 115:1-72,1983",,Evaluation A (Pre-1980)
126,363894754,5757,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O,Active,,,,Mouse,Male,Sperm morphology,SPI+,Positive,,,"EMICBACK/50126; MUTAT RES 115:1-72,1983",,Evaluation A (Pre-1980)
127,363894754,5757,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O,Active,,,,Nonhuman,,In vivo carcinogenicity studies,CCG+,Positive,,,"EMICBACK/67174; MUTAT RES 185:1-195,1987",,Evaluation A (Pre-1980)
128,363894755,3036,C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)C(Cl)(Cl)Cl)Cl,Active,,,,Nonhuman,,Chromosome aberrations in vitro,CY&+,Positive,,,"EMICBACK/41729; MUTAT RES 87:143-188,1981",,Evaluation A (Pre-1980)
129,363894755,3036,C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)C(Cl)(Cl)Cl)Cl,Inactive,,,,"Salmonella typhimurium, Serratia marcesens",,"Forward and reverse gene mutation, host-mediated assay",HM2-,Negative,,,"EMICBACK/45734; MUTAT RES 98:319-374,1982","EMICBACK/14101; BIOL ZENTRALBL 91:311-325,1972",Evaluation A (Pre-1980)
130,363894755,3036,C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)C(Cl)(Cl)Cl)Cl,Unspecified,,,,Mammalian polychromatic erythrocytes,,"Micronucleus test, chromosome aberrations",MNTT,No conclusion,,,"EMICBACK/50890; MUTAT RES 123:61-118,1983",,Evaluation A (Pre-1980)
131,363894755,3036,C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)C(Cl)(Cl)Cl)Cl,Unspecified,,,,Escherichia coli polA (W3119 vs P3478),,"Rec-assay, DNA effects (bacterial DNA repair)",RE1T,No conclusion,,,"EMICBACK/45048; MUTAT RES 87:211-297,1981",,Evaluation A (Pre-1980)
132,363894755,3036,C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)C(Cl)(Cl)Cl)Cl,Inactive,,,,Mouse,Male,Sperm morphology,SPI-,Negative,,,"EMICBACK/50126; MUTAT RES 115:1-72,1983",,Evaluation A (Pre-1980)
133,363894755,3036,C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)C(Cl)(Cl)Cl)Cl,Inactive,,,,Drosophila melanogaster,,Sex-linked recessive lethal gene mutation,SRL-,Negative,,,"EMICBACK/50912; MUTAT RES 123:183-279,1983",,Evaluation A (Pre-1980)
134,363894755,3036,C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)C(Cl)(Cl)Cl)Cl,Active,,,,Chinese hamster lung (V79) cells,,Forward gene mutation at the HPRT or ouabain locus,V79+,Positive,,,"EMICBACK/41728; MUTAT RES 87:81-142,1981",,Evaluation A (Pre-1980)
135,363894755,3036,C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)C(Cl)(Cl)Cl)Cl,Inactive,,,,Saccharomyces cerevisiae,,Mitotic recombination or gene conversion,YEH-*,Negative,With metabolic activation,,"EMICBACK/52546; MUTAT RES 133:199-244,1984",,Evaluation A (Pre-1980)
136,363894755,3036,C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)C(Cl)(Cl)Cl)Cl,Unspecified,,,,Rodents,Male,Dominant lethal test,DLTT,No conclusion,,,"EMICBACK/60142; MUTAT RES 154:49-67,1985","EMICBACK/18707; AUST J BIOL SCI 27:427-440,1974",Evaluation A (Pre-1980)
137,363894755,3036,C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)C(Cl)(Cl)Cl)Cl,Unspecified,,,,Drosophila melanogaster,,"Aneuploidy, sex chromosome gain, chromosome aberrations",DAGT,No conclusion,,,"EMICBACK/52867; MUTAT RES 134:61-88,1984",,Evaluation A (Pre-1980)
138,363894755,3036,C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)C(Cl)(Cl)Cl)Cl,Active,,,,Drosophila melanogaster,,"Aneuploidy, partial sex chromosome loss, chromosome aberrations",DAP+M,Positive,,,"EMICBACK/52867; MUTAT RES 134:61-88,1984",,Evaluation A (Pre-1980)
139,363894755,3036,C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)C(Cl)(Cl)Cl)Cl,Unspecified,,,,Drosophila melanogaster,,"Aneuploidy, whole sex chromosome loss, chromosome aberrations",DACT,No conclusion,,,"EMICBACK/52867; MUTAT RES 134:61-88,1984",,Evaluation A (Pre-1980)
140,363894755,3036,C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)C(Cl)(Cl)Cl)Cl,Active,,,,Nonhuman,,In vivo carcinogenicity studies,CCG+,Positive,,,"EMICBACK/67174; MUTAT RES 185:1-195,1987",,Evaluation A (Pre-1980)
141,363894755,3036,C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)C(Cl)(Cl)Cl)Cl,Inactive,,,,"Salmonella typhimurium (one or more of the five standard strains: TA98, TA100, TA1535, TA1537, and TA1538)",,"Histidine reverse gene mutation, Ames assay",SAL-,Negative,,,"EMICBACK/63689; MUTAT RES 168:69-240,1986",,Evaluation A (Pre-1980)
142,363894756,2336,C1=CC=C2C3=C4C(=CC2=C1)C=CC5=C4C(=CC=C5)C=C3,Active,,,,Chinese hamster ovary (CHO) cells,,Forward gene mutation at the HPRT locus,CHO+*,Positive,With metabolic activation,,"EMICBACK/71517; MUTAT RES 196:17-36,1988","EMICBACK/39850; CHEM BIOL INTERACT 34:1-10,1981",Evaluation B (Post-1980)
143,363894756,2336,C1=CC=C2C3=C4C(=CC2=C1)C=CC5=C4C(=CC=C5)C=C3,Active,,,,Human lymphocytes,,Sister-chromatid exchange (SCE) in vitro,SCL+D,Positive,,With dose response,EMIC/91392; Mutat Res 1993 Sep;297(2):101-80,"EMICBACK/50698; MUTAT RES 117:301-309,1983",Evaluation B (Post-1980)
144,363894756,2336,C1=CC=C2C3=C4C(=CC2=C1)C=CC5=C4C(=CC=C5)C=C3,Active,,,,Human,,Sister-chromatid exchange (SCE) in vitro,SC1+D,Positive,,With dose response,EMIC/91392; Mutat Res 1993 Sep;297(2):101-80,"EMICBACK/50698; MUTAT RES 117:301-309,1983",Evaluation B (Post-1980)
145,363894756,2336,C1=CC=C2C3=C4C(=CC2=C1)C=CC5=C4C(=CC=C5)C=C3,Active,,,,Salmonella typhimurium,,"Forward and reverse gene mutation, body fluid assay",BFU+,Positive,,,"EMICBACK/45734; MUTAT RES 98:319-374,1982","EMICBACK/30829; CANCER RES 38:4478-4485,1978 ; EMICBACK/30830; CANCER RES 38:4486-4495,1978",Evaluation A (Pre-1980)
146,363894756,2336,C1=CC=C2C3=C4C(=CC2=C1)C=CC5=C4C(=CC=C5)C=C3,Active,,,,Fischer rat embryo (SA7/RE) cells,,"Cell transformation, viral enhanced",CTA+,Positive,,,"EMICBACK/50076; MUTAT RES 114:283-385,1983",,Evaluation A (Pre-1980)
147,363894756,2336,C1=CC=C2C3=C4C(=CC2=C1)C=CC5=C4C(=CC=C5)C=C3,Active,,,,Mouse (BALB/c-3T3) cells,,Cell transformation,CTB+D,Positive,,With dose response,"EMICBACK/50076; MUTAT RES 114:283-385,1983",,Evaluation A (Pre-1980)
148,363894756,2336,C1=CC=C2C3=C4C(=CC2=C1)C=CC5=C4C(=CC=C5)C=C3,Active,,,,Syrian hamster embryo (SHE) cells,,"Cell transformation, clonal assay",CTC+D,Positive,,With dose response,"EMICBACK/50076; MUTAT RES 114:283-385,1983",,Evaluation A (Pre-1980)
149,363894756,2336,C1=CC=C2C3=C4C(=CC2=C1)C=CC5=C4C(=CC=C5)C=C3,Active,,,,Syrian hamster embryo (SHE) cells,,"Cell transformation, focus assay",CTF+,Positive,,,"EMICBACK/50076; MUTAT RES 114:283-385,1983",,Evaluation A (Pre-1980)
150,363894756,2336,C1=CC=C2C3=C4C(=CC2=C1)C=CC5=C4C(=CC=C5)C=C3,Active,,,,Mouse (C3H/10T1/2) cells,,Cell transformation,CTH+D,Positive,,With dose response,"EMICBACK/50076; MUTAT RES 114:283-385,1983",,Evaluation A (Pre-1980)
151,363894756,2336,C1=CC=C2C3=C4C(=CC2=C1)C=CC5=C4C(=CC=C5)C=C3,Active,,,,Mouse embryo (AKR/ME) cells,,Cell transformation,CTK+,Positive,,,"EMICBACK/50076; MUTAT RES 114:283-385,1983",,Evaluation A (Pre-1980)
152,363894756,2336,C1=CC=C2C3=C4C(=CC2=C1)C=CC5=C4C(=CC=C5)C=C3,Active,,,,Mouse prostate cells,,Cell transformation,CTM+,Positive,,,"EMICBACK/50076; MUTAT RES 114:283-385,1983",,Evaluation A (Pre-1980)
153,363894756,2336,C1=CC=C2C3=C4C(=CC2=C1)C=CC5=C4C(=CC=C5)C=C3,Active,,,,Fischer rat embryo (RLV/1706) cells,,"Cell transformation, viral enhanced",CTR+,Positive,,,"EMICBACK/50076; MUTAT RES 114:283-385,1983",,Evaluation A (Pre-1980)
154,363894756,2336,C1=CC=C2C3=C4C(=CC2=C1)C=CC5=C4C(=CC=C5)C=C3,Active,,,,Syrian hamster embryo (SA7/SHE) cells,,"Cell transformation, viral enhanced",CT7+,Positive,,,"EMICBACK/50076; MUTAT RES 114:283-385,1983",,Evaluation A (Pre-1980)
155,363894756,2336,C1=CC=C2C3=C4C(=CC2=C1)C=CC5=C4C(=CC=C5)C=C3,Active,,,,Salmonella typhimurium,,"Forward and reverse gene mutation, host-mediated assay",HMA+,Positive,,,"EMICBACK/45734; MUTAT RES 98:319-374,1982","EMICBACK/30829; CANCER RES 38:4478-4485,1978 ; EMICBACK/29087; PROC SOC EXP BIOL MED 158:269-274,1978",Evaluation A (Pre-1980)
156,363894756,2336,C1=CC=C2C3=C4C(=CC2=C1)C=CC5=C4C(=CC=C5)C=C3,Active,,,,Mouse lymphoma (L5178Y) cells,,Forward gene mutation at the thymidine kinase (TK) locus; chromosome aberrations,L51+*,Positive,With metabolic activation,,"EMICBACK/50691; MUTAT RES 115:225-251,1983","EMICBACK/31144; MUTAT RES 59:61-108,1979",Evaluation A (Pre-1980)
157,363894756,2336,C1=CC=C2C3=C4C(=CC2=C1)C=CC5=C4C(=CC=C5)C=C3,Active,,,,Mammalian polychromatic erythrocytes,,"Micronucleus test, chromosome aberrations",MNT+,Positive,,,"EMICBACK/50890; MUTAT RES 123:61-118,1983",,Evaluation A (Pre-1980)
158,363894756,2336,C1=CC=C2C3=C4C(=CC2=C1)C=CC5=C4C(=CC=C5)C=C3,Active,,,,Mouse,Female,"Spot test, gene mutation",MST+,Positive,,,"EMICBACK/41536; MUTAT RES 86:355-379,1981","EMICBACK/26408; ARCH TOXICOL 38:75-85,1977",Evaluation A (Pre-1980)
159,363894756,2336,C1=CC=C2C3=C4C(=CC2=C1)C=CC5=C4C(=CC=C5)C=C3,Active,,,,Tradescantia species,,Gene mutation,TRM+D,Positive,,With dose response,"EMICBACK/48095; MUTAT RES 99:303-315,1982",,Evaluation A (Pre-1980)
160,363894756,2336,C1=CC=C2C3=C4C(=CC2=C1)C=CC5=C4C(=CC=C5)C=C3,Active,,,,Human lymphocytes,,Sister-chromatid exchange (SCE) in vitro,SCL+,Positive,,,"EMICBACK/41613; MUTAT RES 87:17-62,1981",,Evaluation A (Pre-1980)
161,363894756,2336,C1=CC=C2C3=C4C(=CC2=C1)C=CC5=C4C(=CC=C5)C=C3,Active,,,,Human,,Sister-chromatid exchange (SCE) in vitro,SC1+,Positive,,,"EMICBACK/41613; MUTAT RES 87:17-62,1981",,Evaluation A (Pre-1980)
162,363894756,2336,C1=CC=C2C3=C4C(=CC2=C1)C=CC5=C4C(=CC=C5)C=C3,Active,,,,Nonhuman,,Sister-chromatid exchange (SCE) in vitro,SC2+D,Positive,,With dose response,"EMICBACK/41613; MUTAT RES 87:17-62,1981",,Evaluation A (Pre-1980)
163,363894756,2336,C1=CC=C2C3=C4C(=CC2=C1)C=CC5=C4C(=CC=C5)C=C3,Active,,,,Nonhuman,,Sister-chromatid exchange (SCE) in vivo,SC3+D,Positive,,With dose response,"EMICBACK/41613; MUTAT RES 87:17-62,1981",,Evaluation A (Pre-1980)
164,363894756,2336,C1=CC=C2C3=C4C(=CC2=C1)C=CC5=C4C(=CC=C5)C=C3,Inactive,,,,Mouse,Male,"Specific locus test, gene mutation",SLT-,Negative,,,"EMICBACK/41535; MUTAT RES 86:329-354,1981","EMICBACK/31729; REPORT EPA REPORT,18PP,1978",Evaluation A (Pre-1980)
165,363894756,2336,C1=CC=C2C3=C4C(=CC2=C1)C=CC5=C4C(=CC=C5)C=C3,Active,,,,Mouse,Male,Sperm morphology,SPI+,Positive,,,"EMICBACK/50126; MUTAT RES 115:1-72,1983",,Evaluation A (Pre-1980)
166,363894756,2336,C1=CC=C2C3=C4C(=CC2=C1)C=CC5=C4C(=CC=C5)C=C3,Active,,,,Drosophila melanogaster,,Sex-linked recessive lethal gene mutation,SRL+,Positive,,,"EMICBACK/50912; MUTAT RES 123:183-279,1983",,Evaluation A (Pre-1980)
167,363894756,2336,C1=CC=C2C3=C4C(=CC2=C1)C=CC5=C4C(=CC=C5)C=C3,Active,,,,Rat primary hepatocytes,,"Unscheduled DNA synthesis (UDS) in vitro, DNA effects",UDP+,Positive,,,"EMICBACK/52100; MUTAT RES 123:363-410,1983",,Evaluation A (Pre-1980)
168,363894756,2336,C1=CC=C2C3=C4C(=CC2=C1)C=CC5=C4C(=CC=C5)C=C3,Active,,,,Chinese hamster lung (V79) cells,,Forward gene mutation at the HPRT or ouabain locus,V79+,Positive,,,"EMICBACK/41728; MUTAT RES 87:81-142,1981",,Evaluation A (Pre-1980)
169,363894756,2336,C1=CC=C2C3=C4C(=CC2=C1)C=CC5=C4C(=CC=C5)C=C3,Inactive,,,,Saccharomyces cerevisiae,,Mitotic recombination or gene conversion,YEH-*,Negative,With metabolic activation,,"EMICBACK/52546; MUTAT RES 133:199-244,1984",,Evaluation A (Pre-1980)
170,363894756,2336,C1=CC=C2C3=C4C(=CC2=C1)C=CC5=C4C(=CC=C5)C=C3,Unspecified,,,,Escherichia coli polA (W3119 vs P3478),,"Rec-assay, DNA effects (bacterial DNA repair)",RE1T,No conclusion,,,"EMICBACK/45048; MUTAT RES 87:211-297,1981",,Evaluation A (Pre-1980)
171,363894756,2336,C1=CC=C2C3=C4C(=CC2=C1)C=CC5=C4C(=CC=C5)C=C3,Active,,,,Escherichia coli polA (W3110 vs P3478),,"Rec-assay, DNA effects (bacterial DNA repair)",RE2+,Positive,,,"EMICBACK/45048; MUTAT RES 87:211-297,1981",,Evaluation A (Pre-1980)
172,363894756,2336,C1=CC=C2C3=C4C(=CC2=C1)C=CC5=C4C(=CC=C5)C=C3,Unspecified,,,,Human diploid fibroblasts,,"Unscheduled DNA synthesis (UDS) in vitro, DNA effects",UDHT,No conclusion,,,"EMICBACK/52100; MUTAT RES 123:363-410,1983",,Evaluation A (Pre-1980)
173,363894756,2336,C1=CC=C2C3=C4C(=CC2=C1)C=CC5=C4C(=CC=C5)C=C3,Inactive,,,,Drosophila melanogaster,,"Aneuploidy, sex chromosome gain, chromosome aberrations",DAG-F,Negative,,,"EMICBACK/52867; MUTAT RES 134:61-88,1984",,Evaluation A (Pre-1980)
174,363894756,2336,C1=CC=C2C3=C4C(=CC2=C1)C=CC5=C4C(=CC=C5)C=C3,Active,,,,Nonhuman,,In vivo carcinogenicity studies,CCG+,Positive,,,"EMICBACK/67174; MUTAT RES 185:1-195,1987",,Evaluation A (Pre-1980)
175,363894756,2336,C1=CC=C2C3=C4C(=CC2=C1)C=CC5=C4C(=CC=C5)C=C3,Inactive,,,,Mouse germ cells,Male,Unscheduled DNA synthesis (UDS) in vivo; DNA effects,UDT-,Negative,,,"EMICBACK/58407; MUTAT RES 134:143-157,1984",,Evaluation A (Pre-1980)
176,363894756,2336,C1=CC=C2C3=C4C(=CC2=C1)C=CC5=C4C(=CC=C5)C=C3,Active,,,,"Salmonella typhimurium (one or more of the five standard strains: TA98, TA100, TA1535, TA1537, and TA1538)",,"Histidine reverse gene mutation, Ames assay",SAL+*,Positive,With metabolic activation,,"EMICBACK/63689; MUTAT RES 168:69-240,1986","EMICBACK/25203; MUTAT RES 39:285-296,1977 ; EMICBACK/30077; SCIENCE 202:515-519,1978",Evaluation A (Pre-1980)
177,363894757,4781,CCCCC1C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3,Active,,,,Mammalian polychromatic erythrocytes,,"Micronucleus test, chromosome aberrations",MNT+,Positive,,,"EMICBACK/77345; MUTAT RES 239:29-80,1990","EMICBACK/37728; INDIAN J EXP BIOL 18:869-871,1980",Evaluation B (Post-1980)
178,363894757,4781,CCCCC1C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3,Inactive,,,,Mammalian germ cells,Male,Chromosome aberrations in vivo,CY9-,Negative,,,"EMICBACK/41729; MUTAT RES 87:143-188,1981",,Evaluation A (Pre-1980)
