Chemical,SMILES,Identificador,Results,Type,Species,Strain,Male,Female
"(1R,7S)-1,3,4,7,8,9,10,10-octachlorotricyclo[5.2.1.02,6]dec-8-ene",C1C2C(C(C1Cl)Cl)[C@]3(C(=C([C@@]2(C3(Cl)Cl)Cl)Cl)Cl)Cl,11954021,Positive,In Vivo,MOUSE,B6C3F1,sim,Não
"(1R,7S)-1,3,4,7,8,9,10,10-octachlorotricyclo[5.2.1.02,6]dec-8-ene",C1C2C(C(C1Cl)Cl)[C@]3(C(=C([C@@]2(C3(Cl)Cl)Cl)Cl)Cl)Cl,11954021,Positive,In Vivo,MOUSE,B6D2F1,sim,Não
"(1R,7S)-1,3,4,7,8,9,10,10-octachlorotricyclo[5.2.1.02,6]dec-8-ene",C1C2C(C(C1Cl)Cl)[C@]3(C(=C([C@@]2(C3(Cl)Cl)Cl)Cl)Cl)Cl,11954021,Positive,In Vivo,MOUSE,CD-1,sim,sim
"(1R,7S)-1,3,4,7,8,9,10,10-octachlorotricyclo[5.2.1.02,6]dec-8-ene",C1C2C(C(C1Cl)Cl)[C@]3(C(=C([C@@]2(C3(Cl)Cl)Cl)Cl)Cl)Cl,57-74-9,Positive,in vivo,Nonhuman,Não definido,Não,Não
"(1R,7S)-1,3,4,7,8,9,10,10-octachlorotricyclo[5.2.1.02,6]dec-8-ene",C1C2C(C(C1Cl)Cl)[C@]3(C(=C([C@@]2(C3(Cl)Cl)Cl)Cl)Cl)Cl,11954021,Negative,In Vivo,RAT,OSBORNE-MENDEL,sim,sim
"(1R,7S)-1,3,4,7,8,9,10,10-octachlorotricyclo[5.2.1.02,6]dec-8-ene",C1C2C(C(C1Cl)Cl)[C@]3(C(=C([C@@]2(C3(Cl)Cl)Cl)Cl)Cl)Cl,11954021,Negative,In Vivo,RAT,OSBORNE-MENDEL,sim,Não
"(1R)-4-[(2S,6R)-2,6-dimethylpiperidin-1-yl]-1-phenyl-1-pyridin-2-ylbutan-1-ol;hydrochloride",C[C@@H]1CCC[C@@H](N1CCC[C@@](C2=CC=CC=C2)(C3=CC=CC=N3)O)C.Cl,76962233,Negative,In Vivo,MOUSE,B6C3F1,sim,sim
"(1R)-4-[(2S,6R)-2,6-dimethylpiperidin-1-yl]-1-phenyl-1-pyridin-2-ylbutan-1-ol;hydrochloride",C[C@@H]1CCC[C@@H](N1CCC[C@@](C2=CC=CC=C2)(C3=CC=CC=N3)O)C.Cl,76962233,Negative,In Vivo,MOUSE,B6C3F1,sim,Não
"(1R)-4-[(2S,6R)-2,6-dimethylpiperidin-1-yl]-1-phenyl-1-pyridin-2-ylbutan-1-ol;hydrochloride",C[C@@H]1CCC[C@@H](N1CCC[C@@](C2=CC=CC=C2)(C3=CC=CC=N3)O)C.Cl,76962233,Negative,In Vivo,RAT,WISTAR,sim,sim
"(1R)-4-[(2S,6R)-2,6-dimethylpiperidin-1-yl]-1-phenyl-1-pyridin-2-ylbutan-1-ol;hydrochloride",C[C@@H]1CCC[C@@H](N1CCC[C@@](C2=CC=CC=C2)(C3=CC=CC=N3)O)C.Cl,76962233,Negative,In Vivo,RAT,WISTAR,sim,Não
"(1R)-7-(hydroxymethyl)-2,3-dihydro-1H-pyrrolizin-1-ol",C1CN2C=CC(=C2[C@@H]1O)CO,105037,Positive,In Vivo,MOUSE,SWISS,sim,sim
"(1S,2R,3S,5S,6R,7S,8R)-1,6,8,9,10,11,11-heptachloro-4-oxatetracyclo[6.2.1.02,7.03,5]undec-9-ene",[C@@H]12[C@@H]([C@H]([C@@H]3[C@H]1O3)Cl)[C@]4(C(=C([C@@]2(C4(Cl)Cl)Cl)Cl)Cl)Cl,,Negative,in vivo,Rodents,Não definido,Sim,Não
"(1S,2R,3S,6R)-7-oxabicyclo[4.1.0]hept-4-ene-2,3-diol",C1=C[C@@H]2[C@@H](O2)[C@@H]([C@H]1O)O,152006,Negative,In Vivo,MOUSE,SWISS,sim,sim
"(1S,2R,3S,6R)-7-oxabicyclo[4.1.0]hept-4-ene-2,3-diol",C1=C[C@@H]2[C@@H](O2)[C@@H]([C@H]1O)O,152006,Negative,In Vivo,MOUSE,SWISS,sim,Não
"(1S,2R,3S,7R,9R,10R,11S,12S)-3,10,11-trihydroxy-2-(hydroxymethyl)-1,5-dimethylspiro[8-oxatricyclo[7.2.1.02,7]dodec-5-ene-12,2'-oxirane]-4-one",CC1=C[C@@H]2[C@]([C@@H](C1=O)O)([C@]3([C@@H]([C@H]([C@H]([C@@]34CO4)O2)O)O)C)CO,5284433,Negative,In Vivo,MOUSE,C57BL,sim,sim
"(1S,2R,5S,7R,9R,10S,14R,15S,19S)-15-[(2R,5S,6R)-5-(dimethylamino)-6-methyloxan-2-yl]oxy-19-ethyl-14-methyl-7-[(2R,3R,4R,5S,6S)-3,4,5-trimethoxy-6-methyloxan-2-yl]oxy-20-oxatetracyclo[10.10.0.02,10.05,9]docosa-3,11-diene-13,21-dione",CC[C@H]1CCC[C@@H]([C@H](C(=O)C2=C[C@H]3[C@@H]4C[C@@H](C[C@H]4C=C[C@H]3[C@@H]2CC(=O)O1)O[C@H]5[C@@H]([C@@H]([C@H]([C@@H](O5)C)OC)OC)OC)C)O[C@H]6CC[C@@H]([C@H](O6)C)N(C)C,443059,Negative,In Vivo,MOUSE,CD-1,sim,sim
"(1S,2R,5S,7R,9R,10S,14R,15S,19S)-15-[(2R,5S,6R)-5-(dimethylamino)-6-methyloxan-2-yl]oxy-19-ethyl-14-methyl-7-[(2R,3R,4R,5S,6S)-3,4,5-trimethoxy-6-methyloxan-2-yl]oxy-20-oxatetracyclo[10.10.0.02,10.05,9]docosa-3,11-diene-13,21-dione",CC[C@H]1CCC[C@@H]([C@H](C(=O)C2=C[C@H]3[C@@H]4C[C@@H](C[C@H]4C=C[C@H]3[C@@H]2CC(=O)O1)O[C@H]5[C@@H]([C@@H]([C@H]([C@@H](O5)C)OC)OC)OC)C)O[C@H]6CC[C@@H]([C@H](O6)C)N(C)C,443059,Negative,In Vivo,MOUSE,CD-1,sim,Não
"(1S,2R,5S,7R,9R,10S,14R,15S,19S)-15-[(2R,5S,6R)-5-(dimethylamino)-6-methyloxan-2-yl]oxy-19-ethyl-14-methyl-7-[(2R,3R,4R,5S,6S)-3,4,5-trimethoxy-6-methyloxan-2-yl]oxy-20-oxatetracyclo[10.10.0.02,10.05,9]docosa-3,11-diene-13,21-dione",CC[C@H]1CCC[C@@H]([C@H](C(=O)C2=C[C@H]3[C@@H]4C[C@@H](C[C@H]4C=C[C@H]3[C@@H]2CC(=O)O1)O[C@H]5[C@@H]([C@@H]([C@H]([C@@H](O5)C)OC)OC)OC)C)O[C@H]6CC[C@@H]([C@H](O6)C)N(C)C,443059,Negative,In Vivo,RAT,F344,sim,sim
"(1S,2R,5S,7R,9R,10S,14R,15S,19S)-15-[(2R,5S,6R)-5-(dimethylamino)-6-methyloxan-2-yl]oxy-19-ethyl-14-methyl-7-[(2R,3R,4R,5S,6S)-3,4,5-trimethoxy-6-methyloxan-2-yl]oxy-20-oxatetracyclo[10.10.0.02,10.05,9]docosa-3,11-diene-13,21-dione",CC[C@H]1CCC[C@@H]([C@H](C(=O)C2=C[C@H]3[C@@H]4C[C@@H](C[C@H]4C=C[C@H]3[C@@H]2CC(=O)O1)O[C@H]5[C@@H]([C@@H]([C@H]([C@@H](O5)C)OC)OC)OC)C)O[C@H]6CC[C@@H]([C@H](O6)C)N(C)C,443059,Negative,In Vivo,RAT,F344,sim,Não
"(1S,2R,5S,7R,9S,11S,12S,15R,16R)-2,16-dimethyl-15-[(2R)-6-methylheptan-2-yl]-8-oxapentacyclo[9.7.0.02,7.07,9.012,16]octadecan-5-ol",C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2C[C@H]4[C@@]5([C@@]3(CC[C@@H](C5)O)C)O4)C,227037,Negative,In Vivo,RAT,STRAIN-CD,sim,sim
"(1S,2R,5S,7S,9R,11S,12S,15R,16R)-2,16-dimethyl-15-[(2R)-6-methylheptan-2-yl]-8-oxapentacyclo[9.7.0.02,7.07,9.012,16]octadecan-5-ol",C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2C[C@@H]4[C@]5([C@@]3(CC[C@@H](C5)O)C)O4)C,108109,Negative,In Vivo,RAT,STRAIN-CD,sim,sim
"(1S,2S,3R,6R)-7-oxabicyclo[4.1.0]hept-4-ene-2,3-diol",C1=C[C@@H]2[C@@H](O2)[C@H]([C@@H]1O)O,147652,Positive,In Vivo,MOUSE,SWISS,sim,sim
"(1S,2S,3R,6R)-7-oxabicyclo[4.1.0]hept-4-ene-2,3-diol",C1=C[C@@H]2[C@@H](O2)[C@H]([C@@H]1O)O,147652,Positive,In Vivo,MOUSE,SWISS,sim,Não
"(1S,2S,3S,6R,7R,8R)-1,8,9,10,11,11-hexachlorotetracyclo[6.2.1.13,6.02,7]dodeca-4,9-diene",C1[C@@H]2C=C[C@H]1[C@H]3[C@@H]2[C@]4(C(=C([C@@]3(C4(Cl)Cl)Cl)Cl)Cl)Cl,12310947,Negative,In Vivo,MOUSE,B6C3F1,sim,sim
"(1S,2S,3S,6R,7R,8R)-1,8,9,10,11,11-hexachlorotetracyclo[6.2.1.13,6.02,7]dodeca-4,9-diene",C1[C@@H]2C=C[C@H]1[C@H]3[C@@H]2[C@]4(C(=C([C@@]3(C4(Cl)Cl)Cl)Cl)Cl)Cl,12310947,Positive,In Vivo,MOUSE,B6C3F1,sim,Não
"(1S,2S,3S,6R,7R,8R)-1,8,9,10,11,11-hexachlorotetracyclo[6.2.1.13,6.02,7]dodeca-4,9-diene",C1[C@@H]2C=C[C@H]1[C@H]3[C@@H]2[C@]4(C(=C([C@@]3(C4(Cl)Cl)Cl)Cl)Cl)Cl,309-00-2,Positive,in vivo,Nonhuman,Não definido,Não,Não
"(1S,2S,4R,8S,9S,11S,12R,13S)-12-fluoro-11-hydroxy-8-(2-hydroxyacetyl)-6,6,9,13-tetramethyl-5,7-dioxapentacyclo[10.8.0.02,9.04,8.013,18]icosa-14,17-dien-16-one",C[C@]12C[C@@H]([C@]3([C@H]([C@@H]1C[C@@H]4[C@]2(OC(O4)(C)C)C(=O)CO)CCC5=CC(=O)C=C[C@@]53C)F)O,6436,Positive,In Vivo,RAT,SPRAGUE-DAWLEY,sim,Não
"(1S,2S,4R,8S,9S,11S,12S,13R)-11-hydroxy-8-(2-hydroxyacetyl)-9,13-dimethyl-6-propyl-5,7-dioxapentacyclo[10.8.0.02,9.04,8.013,18]icosa-14,17-dien-16-one",CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@@]5([C@H]4[C@H](C[C@@]3([C@@]2(O1)C(=O)CO)C)O)C,5281004,Positive,In Vivo,RAT,SPRAGUE-DAWLEY,sim,Não
"(1S,2S)-1,2-dihydrobenzo[c]acridine-1,2-diol",C1=CC=C2C(=C1)C=C3C=CC4=C(C3=N2)[C@@H]([C@H](C=C4)O)O,56841464,Negative,In Vivo,MOUSE,SWISS,sim,sim
"(1S,2S)-1,2-dihydrobenzo[c]acridine-1,2-diol",C1=CC=C2C(=C1)C=C3C=CC4=C(C3=N2)[C@@H]([C@H](C=C4)O)O,56841464,Negative,In Vivo,MOUSE,SWISS,sim,Não
"(1S,2S)-6-amino-1,2-dihydrochrysene-1,2-diol",C1=CC=C2C(=C1)C3=C(C=C2N)C4=C(C=C3)[C@@H]([C@H](C=C4)O)O,107900,Positive,In Vivo,MOUSE,SWISS,sim,sim
"(1S,2S)-6-amino-1,2-dihydrochrysene-1,2-diol",C1=CC=C2C(=C1)C3=C(C=C2N)C4=C(C=C3)[C@@H]([C@H](C=C4)O)O,107900,Positive,In Vivo,MOUSE,SWISS,sim,Não
"(1S,2S)-6-nitro-1,2-dihydrochrysene-1,2-diol",C1=CC=C2C(=C1)C3=C(C=C2[N+](=O)[O-])C4=C(C=C3)[C@@H]([C@H](C=C4)O)O,115211,Positive,In Vivo,MOUSE,SWISS,sim,sim
"(1S,2S)-6-nitro-1,2-dihydrochrysene-1,2-diol",C1=CC=C2C(=C1)C3=C(C=C2[N+](=O)[O-])C4=C(C=C3)[C@@H]([C@H](C=C4)O)O,115211,Positive,In Vivo,MOUSE,SWISS,sim,Não
"(1S,2S)-cyclohexa-3,5-diene-1,2-diol",C1=C[C@@H]([C@H](C=C1)O)O,152287,Negative,In Vivo,MOUSE,SWISS,sim,sim
"(1S,2S)-cyclohexa-3,5-diene-1,2-diol",C1=C[C@@H]([C@H](C=C1)O)O,152287,Negative,In Vivo,MOUSE,SWISS,sim,Não
"(1S,3aS,3bS,5aR,9aR,9bS,11aS)-N-tert-butyl-9a,11a-dimethyl-7-oxo-1,2,3,3a,3b,4,5,5a,6,9b,10,11-dodecahydroindeno[5,4-f]quinoline-1-carboxamide",C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2C(=O)NC(C)(C)C)CC[C@@H]4[C@@]3(C=CC(=O)N4)C,57363,Positive,In Vivo,MOUSE,CD-1,sim,Não
"(1S,3R,5R,6S,8R,10R,11S,13R,15R,16S,18R,20R,21S,23R,25R,26S,28R,30R,31S,33R,35R,36R,37R,38R,39R,40R,41R,42R,43R,44R,45R,46R,47R,48R,49R)-5,10,15,20,25,30,35-heptakis(hydroxymethyl)-2,4,7,9,12,14,17,19,22,24,27,29,32,34-tetradecaoxaoctacyclo[31.2.2.23,6.28,11.213,16.218,21.223,26.228,31]nonatetracontane-36,37,38,39,40,41,42,43,44,45,46,47,48,49-tetradecol",C([C@@H]1[C@@H]2[C@@H]([C@H]([C@H](O1)O[C@@H]3[C@H](O[C@@H]([C@@H]([C@H]3O)O)O[C@@H]4[C@H](O[C@@H]([C@@H]([C@H]4O)O)O[C@@H]5[C@H](O[C@@H]([C@@H]([C@H]5O)O)O[C@@H]6[C@H](O[C@@H]([C@@H]([C@H]6O)O)O[C@@H]7[C@H](O[C@@H]([C@@H]([C@H]7O)O)O[C@@H]8[C@H](O[C@H](O2)[C@@H]([C@H]8O)O)CO)CO)CO)CO)CO)CO)O)O)O,444041,Negative,In Vivo,MOUSE,CD-1,sim,sim
"(1S,3R,5R,6S,8R,10R,11S,13R,15R,16S,18R,20R,21S,23R,25R,26S,28R,30R,31S,33R,35R,36R,37R,38R,39R,40R,41R,42R,43R,44R,45R,46R,47R,48R,49R)-5,10,15,20,25,30,35-heptakis(hydroxymethyl)-2,4,7,9,12,14,17,19,22,24,27,29,32,34-tetradecaoxaoctacyclo[31.2.2.23,6.28,11.213,16.218,21.223,26.228,31]nonatetracontane-36,37,38,39,40,41,42,43,44,45,46,47,48,49-tetradecol",C([C@@H]1[C@@H]2[C@@H]([C@H]([C@H](O1)O[C@@H]3[C@H](O[C@@H]([C@@H]([C@H]3O)O)O[C@@H]4[C@H](O[C@@H]([C@@H]([C@H]4O)O)O[C@@H]5[C@H](O[C@@H]([C@@H]([C@H]5O)O)O[C@@H]6[C@H](O[C@@H]([C@@H]([C@H]6O)O)O[C@@H]7[C@H](O[C@@H]([C@@H]([C@H]7O)O)O[C@@H]8[C@H](O[C@H](O2)[C@@H]([C@H]8O)O)CO)CO)CO)CO)CO)CO)O)O)O,444041,Negative,In Vivo,MOUSE,CD-1,sim,Não
"(1S,3R,5R,6S,8R,10R,11S,13R,15R,16S,18R,20R,21S,23R,25R,26S,28R,30R,31S,33R,35R,36R,37R,38R,39R,40R,41R,42R,43R,44R,45R,46R,47R,48R,49R)-5,10,15,20,25,30,35-heptakis(hydroxymethyl)-2,4,7,9,12,14,17,19,22,24,27,29,32,34-tetradecaoxaoctacyclo[31.2.2.23,6.28,11.213,16.218,21.223,26.228,31]nonatetracontane-36,37,38,39,40,41,42,43,44,45,46,47,48,49-tetradecol",C([C@@H]1[C@@H]2[C@@H]([C@H]([C@H](O1)O[C@@H]3[C@H](O[C@@H]([C@@H]([C@H]3O)O)O[C@@H]4[C@H](O[C@@H]([C@@H]([C@H]4O)O)O[C@@H]5[C@H](O[C@@H]([C@@H]([C@H]5O)O)O[C@@H]6[C@H](O[C@@H]([C@@H]([C@H]6O)O)O[C@@H]7[C@H](O[C@@H]([C@@H]([C@H]7O)O)O[C@@H]8[C@H](O[C@H](O2)[C@@H]([C@H]8O)O)CO)CO)CO)CO)CO)CO)O)O)O,444041,Negative,In Vivo,RAT,F344,sim,sim
"(1S,3R,5R,6S,8R,10R,11S,13R,15R,16S,18R,20R,21S,23R,25R,26S,28R,30R,31S,33R,35R,36R,37R,38R,39R,40R,41R,42R,43R,44R,45R,46R,47R,48R,49R)-5,10,15,20,25,30,35-heptakis(hydroxymethyl)-2,4,7,9,12,14,17,19,22,24,27,29,32,34-tetradecaoxaoctacyclo[31.2.2.23,6.28,11.213,16.218,21.223,26.228,31]nonatetracontane-36,37,38,39,40,41,42,43,44,45,46,47,48,49-tetradecol",C([C@@H]1[C@@H]2[C@@H]([C@H]([C@H](O1)O[C@@H]3[C@H](O[C@@H]([C@@H]([C@H]3O)O)O[C@@H]4[C@H](O[C@@H]([C@@H]([C@H]4O)O)O[C@@H]5[C@H](O[C@@H]([C@@H]([C@H]5O)O)O[C@@H]6[C@H](O[C@@H]([C@@H]([C@H]6O)O)O[C@@H]7[C@H](O[C@@H]([C@@H]([C@H]7O)O)O[C@@H]8[C@H](O[C@H](O2)[C@@H]([C@H]8O)O)CO)CO)CO)CO)CO)CO)O)O)O,444041,Negative,In Vivo,RAT,F344,sim,Não
"(1S,5E,16S,17R,18S,22R,27R,28R)-8-[(1Z)-buta-1,3-dienyl]-22,27-dihydroxy-20-(hydroxymethyl)-16,24,28-trimethyl-10-[(1E,3E,5E)-nona-1,3,5-trienyl]-2,14-dioxaheptacyclo[14.13.0.01,17.07,12.09,11.018,27.022,26]nonacosa-5,19,24-triene-3,13,23-trione",CCC/C=C/C=C/C=C/C1C2C1C3C(C2/C=C\C=C)/C=C/CC(=O)O[C@@]45C[C@H]([C@]6([C@H]([C@@H]4[C@]5(COC3=O)C)C=C(C[C@]7(C6C=C(C7=O)C)O)CO)O)C,6440822,Negative,In Vivo,MOUSE,CD-1,sim,sim
"(1S,5R)-6,8-dioxabicyclo[3.2.1]oct-2-en-4-one",C1[C@@H]2C=CC(=O)[C@H](O1)O2,699486,Negative,In Vivo,MOUSE,CD-1,sim,sim
"(1S,6R,13S)-16,17-dimethoxy-6-prop-1-en-2-yl-2,7,20-trioxapentacyclo[11.8.0.03,11.04,8.014,19]henicosa-3(11),4(8),9,14,16,18-hexaen-12-one",CC(=C)[C@H]1CC2=C(O1)C=CC3=C2O[C@@H]4COC5=CC(=C(C=C5[C@@H]4C3=O)OC)OC,6758,Negative,In Vivo,MOUSE,B6C3F1,sim,sim
"(1S,6R,13S)-16,17-dimethoxy-6-prop-1-en-2-yl-2,7,20-trioxapentacyclo[11.8.0.03,11.04,8.014,19]henicosa-3(11),4(8),9,14,16,18-hexaen-12-one",CC(=C)[C@H]1CC2=C(O1)C=CC3=C2O[C@@H]4COC5=CC(=C(C=C5[C@@H]4C3=O)OC)OC,6758,Negative,In Vivo,MOUSE,B6C3F1,sim,Não
"(1S,6R,13S)-16,17-dimethoxy-6-prop-1-en-2-yl-2,7,20-trioxapentacyclo[11.8.0.03,11.04,8.014,19]henicosa-3(11),4(8),9,14,16,18-hexaen-12-one",CC(=C)[C@H]1CC2=C(O1)C=CC3=C2O[C@@H]4COC5=CC(=C(C=C5[C@@H]4C3=O)OC)OC,6758,Negative,In Vivo,RAT,F344,sim,sim
"(1S,6R,13S)-16,17-dimethoxy-6-prop-1-en-2-yl-2,7,20-trioxapentacyclo[11.8.0.03,11.04,8.014,19]henicosa-3(11),4(8),9,14,16,18-hexaen-12-one",CC(=C)[C@H]1CC2=C(O1)C=CC3=C2O[C@@H]4COC5=CC(=C(C=C5[C@@H]4C3=O)OC)OC,6758,Negative,In Vivo,RAT,WISTAR,sim,sim
"(1S,6R)-2,5-dichloro-3-(2,5-dichlorophenyl)-7-oxabicyclo[4.1.0]hepta-2,4-diene",C1=CC(=C(C=C1Cl)C2=C([C@@H]3[C@@H](O3)C(=C2)Cl)Cl)Cl,121489661,Negative,In Vivo,MOUSE,STRAIN-A,sim,sim
"(1S,6R)-2,5-dichloro-3-(2,5-dichlorophenyl)-7-oxabicyclo[4.1.0]hepta-2,4-diene",C1=CC(=C(C=C1Cl)C2=C([C@@H]3[C@@H](O3)C(=C2)Cl)Cl)Cl,121489661,Negative,In Vivo,MOUSE,STRAIN-A,sim,Não
(2-chloro-2-naphthalen-2-ylethyl)-propan-2-ylazanium;chloride,CC(C)[NH2+]CC(C1=CC2=CC=CC=C2C=C1)Cl.[Cl-],20794-96-1,Positive,in vivo,Mouse,Não definido,Sim,Não
(2-chlorophenyl)-(4-chlorophenyl)-pyrimidin-5-ylmethanol,C1=CC=C(C(=C1)C(C2=CC=C(C=C2)Cl)(C3=CN=CN=C3)O)Cl,43226,Negative,In Vivo,Rat,Wistar,sim,sim
(2-chlorophenyl)-(4-chlorophenyl)-pyrimidin-5-ylmethanol,C1=CC=C(C(=C1)C(C2=CC=C(C=C2)Cl)(C3=CN=CN=C3)O)Cl,43226,Negative,In Vivo,Rat,Wistar,sim,Não
"(2-methyl-3-phenylphenyl)methyl (1R,3R)-3-[(Z)-2-chloro-3,3,3-trifluoroprop-1-enyl]-2,2-dimethylcyclopropane-1-carboxylate",CC1=C(C=CC=C1C2=CC=CC=C2)COC(=O)[C@@H]3[C@@H](C3(C)C)/C=C(/C(F)(F)F)\Cl,6442842,Negative,In Vivo,Mouse,Swiss-Webster Derived TacfBR,sim,sim
"(2-methyl-3-phenylphenyl)methyl (1R,3R)-3-[(Z)-2-chloro-3,3,3-trifluoroprop-1-enyl]-2,2-dimethylcyclopropane-1-carboxylate",CC1=C(C=CC=C1C2=CC=CC=C2)COC(=O)[C@@H]3[C@@H](C3(C)C)/C=C(/C(F)(F)F)\Cl,6442842,Positive,In Vivo,Mouse,Swiss-Webster Derived TacfBR,sim,Não
"(2-methyl-3-phenylphenyl)methyl (1R,3R)-3-[(Z)-2-chloro-3,3,3-trifluoroprop-1-enyl]-2,2-dimethylcyclopropane-1-carboxylate",CC1=C(C=CC=C1C2=CC=CC=C2)COC(=O)[C@@H]3[C@@H](C3(C)C)/C=C(/C(F)(F)F)\Cl,6442842,Negative,In Vivo,Rat,Sprague-Dawley,sim,sim
"(2-methyl-3-phenylphenyl)methyl (1R,3R)-3-[(Z)-2-chloro-3,3,3-trifluoroprop-1-enyl]-2,2-dimethylcyclopropane-1-carboxylate",CC1=C(C=CC=C1C2=CC=CC=C2)COC(=O)[C@@H]3[C@@H](C3(C)C)/C=C(/C(F)(F)F)\Cl,6442842,Negative,In Vivo,Rat,Sprague-Dawley,sim,Não
(2-propan-2-yloxyphenyl) N-methylcarbamate,CC(C)OC1=CC=CC=C1OC(=O)NC,4944,Negative,In Vivo,MOUSE,SWISS,sim,sim
(2-propan-2-yloxyphenyl) N-methylcarbamate,CC(C)OC1=CC=CC=C1OC(=O)NC,4944,Negative,In Vivo,MOUSE,SWISS,sim,Não
"(2-tert-butyl-4,6-dinitrophenyl) methanesulfonate",CC(C)(C)C1=C(C(=CC(=C1)[N+](=O)[O-])[N+](=O)[O-])OS(=O)(=O)C,147300,Negative,In Vivo,RAT,SPRAGUE-DAWLEY,sim,sim
"(2-tert-butyl-4,6-dinitrophenyl) methanesulfonate",CC(C)(C)C1=C(C(=CC(=C1)[N+](=O)[O-])[N+](=O)[O-])OS(=O)(=O)C,147300,Negative,In Vivo,RAT,SPRAGUE-DAWLEY,sim,Não
"(2,2-dimethyl-1,3-benzodioxol-4-yl) N-methylcarbamate",CC1(OC2=C(O1)C(=CC=C2)OC(=O)NC)C,2314,Negative,In Vivo,Mouse,CD-1,sim,sim
"(2,2-dimethyl-1,3-benzodioxol-4-yl) N-methylcarbamate",CC1(OC2=C(O1)C(=CC=C2)OC(=O)NC)C,2314,Negative,In Vivo,Mouse,CD-1,sim,Não
"(2,2-dimethyl-3H-1-benzofuran-7-yl) N-methylcarbamate",CC1(CC2=C(O1)C(=CC=C2)OC(=O)NC)C,2566,Negative,In Vivo,MOUSE,ICR,sim,sim
"(2,2-dimethyl-3H-1-benzofuran-7-yl) N-methylcarbamate",CC1(CC2=C(O1)C(=CC=C2)OC(=O)NC)C,2566,Negative,In Vivo,MOUSE,ICR,sim,Não
"(2,2-dimethyl-3H-1-benzofuran-7-yl) N-methylcarbamate",CC1(CC2=C(O1)C(=CC=C2)OC(=O)NC)C,2566,Negative,In Vivo,Mouse,Charles River CD-1,sim,sim
"(2,2-dimethyl-3H-1-benzofuran-7-yl) N-methylcarbamate",CC1(CC2=C(O1)C(=CC=C2)OC(=O)NC)C,2566,Negative,In Vivo,Mouse,Charles River CD-1,sim,Não
"(2,2-dimethyl-3H-1-benzofuran-7-yl) N-methylcarbamate",CC1(CC2=C(O1)C(=CC=C2)OC(=O)NC)C,2566,Negative,In Vivo,Rat,Charles River CD,sim,sim
"(2,2-dimethyl-3H-1-benzofuran-7-yl) N-methylcarbamate",CC1(CC2=C(O1)C(=CC=C2)OC(=O)NC)C,2566,Negative,In Vivo,Rat,Charles River CD,sim,Não
"(2,4-dimethoxyphenyl)azanium;chloride",COC1=CC(=C(C=C1)[NH3+])OC.[Cl-],41023,Negative,In Vivo,MOUSE,B6C3F1,sim,sim
"(2,4-dimethoxyphenyl)azanium;chloride",COC1=CC(=C(C=C1)[NH3+])OC.[Cl-],41023,Negative,In Vivo,MOUSE,B6C3F1,sim,Não
"(2,4-dimethoxyphenyl)azanium;chloride",COC1=CC(=C(C=C1)[NH3+])OC.[Cl-],54150-69-5,Negative,in vivo,Nonhuman,Não definido,Não,Não
"(2,4-dimethoxyphenyl)azanium;chloride",COC1=CC(=C(C=C1)[NH3+])OC.[Cl-],41023,Negative,In Vivo,RAT,F344,sim,sim
"(2,4-dimethoxyphenyl)azanium;chloride",COC1=CC(=C(C=C1)[NH3+])OC.[Cl-],41023,Negative,In Vivo,RAT,F344,sim,Não
"(2,5-dioxo-3-prop-2-ynylimidazolidin-1-yl)methyl 2,2-dimethyl-3-(2-methylprop-1-enyl)cyclopropane-1-carboxylate",CC(=CC1C(C1(C)C)C(=O)OCN2C(=O)CN(C2=O)CC#C)C,123622,Negative,In Vivo,Mouse,Crj:CD-1,sim,sim
"(2,5-dioxo-3-prop-2-ynylimidazolidin-1-yl)methyl 2,2-dimethyl-3-(2-methylprop-1-enyl)cyclopropane-1-carboxylate",CC(=CC1C(C1(C)C)C(=O)OCN2C(=O)CN(C2=O)CC#C)C,123622,Negative,In Vivo,Mouse,Crj:CD-1,sim,Não
"(2,5-dioxo-3-prop-2-ynylimidazolidin-1-yl)methyl 2,2-dimethyl-3-(2-methylprop-1-enyl)cyclopropane-1-carboxylate",CC(=CC1C(C1(C)C)C(=O)OCN2C(=O)CN(C2=O)CC#C)C,123622,Negative,In Vivo,Rat,Sprague-Dawley,sim,sim
"(2,5-dioxo-3-prop-2-ynylimidazolidin-1-yl)methyl 2,2-dimethyl-3-(2-methylprop-1-enyl)cyclopropane-1-carboxylate",CC(=CC1C(C1(C)C)C(=O)OCN2C(=O)CN(C2=O)CC#C)C,123622,Negative,In Vivo,Rat,Sprague-Dawley,sim,Não
"(2,5-dioxoimidazolidin-4-yl)urea",C1(C(=O)NC(=O)N1)NC(=O)N,204,Negative,In Vivo,RAT,F344,sim,sim
"(2,5-dioxoimidazolidin-4-yl)urea",C1(C(=O)NC(=O)N1)NC(=O)N,204,Negative,In Vivo,RAT,F344,sim,Não
"(2,6-dimethyl-1,3-dioxan-4-yl) acetate",CC1CC(OC(O1)C)OC(=O)C,13232,Negative,In Vivo,MOUSE,B6C3F1,sim,sim
