Chemical,SMILES,Identificador,Results,Type
"(1S,2S,3S,6R,7R,8R)-1,8,9,10,11,11-hexachlorotetracyclo[6.2.1.13,6.02,7]dodeca-4,9-diene",C1[C@@H]2C=C[C@H]1[C@H]3[C@@H]2[C@]4(C(=C([C@@]3(C4(Cl)Cl)Cl)Cl)Cl)Cl,12310947,Positive,In Vivo
"(1S,2S,3S,6R,7R,8R)-1,8,9,10,11,11-hexachlorotetracyclo[6.2.1.13,6.02,7]dodeca-4,9-diene",C1[C@@H]2C=C[C@H]1[C@H]3[C@@H]2[C@]4(C(=C([C@@]3(C4(Cl)Cl)Cl)Cl)Cl)Cl,309-00-2,Positive,in vivo
"(1S,2S,3S,6R,7R,8R)-1,8,9,10,11,11-hexachlorotetracyclo[6.2.1.13,6.02,7]dodeca-4,9-diene",C1[C@@H]2C=C[C@H]1[C@H]3[C@@H]2[C@]4(C(=C([C@@]3(C4(Cl)Cl)Cl)Cl)Cl)Cl,309-00-2,Negative,in vitro
"(1S,2S,4R,8S,9S,11S,12R,13S,19S)-12,19-difluoro-11-hydroxy-8-(2-hydroxyacetyl)-6,6,9,13-tetramethyl-5,7-dioxapentacyclo[10.8.0.02,9.04,8.013,18]icosa-14,17-dien-16-one",C[C@]12C[C@@H]([C@]3([C@H]([C@@H]1C[C@@H]4[C@]2(OC(O4)(C)C)C(=O)CO)C[C@@H](C5=CC(=O)C=C[C@@]53C)F)F)O,67-73-2,Positive,in vitro
"(1S,2S,4R,8S,9S,11S,12R,13S)-12-fluoro-11-hydroxy-8-(2-hydroxyacetyl)-6,6,9,13-tetramethyl-5,7-dioxapentacyclo[10.8.0.02,9.04,8.013,18]icosa-14,17-dien-16-one",C[C@]12C[C@@H]([C@]3([C@H]([C@@H]1C[C@@H]4[C@]2(OC(O4)(C)C)C(=O)CO)CCC5=CC(=O)C=C[C@@]53C)F)O,6436,Positive,In Vivo
"(1S,2S,4R,8S,9S,11S,12S,13R)-11-hydroxy-8-(2-hydroxyacetyl)-9,13-dimethyl-6-propyl-5,7-dioxapentacyclo[10.8.0.02,9.04,8.013,18]icosa-14,17-dien-16-one",CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@@]5([C@H]4[C@H](C[C@@]3([C@@]2(O1)C(=O)CO)C)O)C,5281004,Positive,In Vivo
"(1S,2S,5R,6R,7R,10S,12R,13R)-6,13-bis(hydroxymethyl)-2,6-dimethyltetracyclo[10.3.1.01,10.02,7]hexadecane-5,13-diol",C[C@]12CC[C@H]([C@@]([C@@H]1CC[C@@H]3[C@@]24CC[C@@]([C@H](C3)C4)(CO)O)(C)CO)O,38966-21-1,Positive,in vitro
"(1S,2S,6R,10S,11R,13S,14R,15R)-1,6,13,14-tetrahydroxy-8-(hydroxymethyl)-4,12,12,15-tetramethyltetracyclo[8.5.0.02,6.011,13]pentadeca-3,8-dien-5-one",C[C@@H]1[C@H]([C@@]2([C@@H](C2(C)C)[C@H]3[C@]1([C@@H]4C=C(C(=O)[C@]4(CC(=C3)CO)O)C)O)O)O,17673-25-5,Negative,in vitro
"(1S,2S)-1,2-dihydrobenzo[c]acridine-1,2-diol",C1=CC=C2C(=C1)C=C3C=CC4=C(C3=N2)[C@@H]([C@H](C=C4)O)O,56841464,Negative,In Vivo
"(1S,2S)-1,2-dihydronaphtho[1,2-b]phenanthrene-1,2-diol",C1=CC=C2C(=C1)C=CC3=C2C=C4C=CC5=C(C4=C3)[C@@H]([C@H](C=C5)O)O,,Positive,in vitro
"(1S,2S)-6-amino-1,2-dihydrochrysene-1,2-diol",C1=CC=C2C(=C1)C3=C(C=C2N)C4=C(C=C3)[C@@H]([C@H](C=C4)O)O,107900,Positive,In Vivo
"(1S,2S)-6-nitro-1,2-dihydrochrysene-1,2-diol",C1=CC=C2C(=C1)C3=C(C=C2[N+](=O)[O-])C4=C(C=C3)[C@@H]([C@H](C=C4)O)O,115211,Positive,In Vivo
"(1S,2S)-cyclohexa-3,5-diene-1,2-diol",C1=C[C@@H]([C@H](C=C1)O)O,152287,Negative,In Vivo
"(1S,3aS,3bS,5aR,9aR,9bS,11aS)-N-tert-butyl-9a,11a-dimethyl-7-oxo-1,2,3,3a,3b,4,5,5a,6,9b,10,11-dodecahydroindeno[5,4-f]quinoline-1-carboxamide",C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2C(=O)NC(C)(C)C)CC[C@@H]4[C@@]3(C=CC(=O)N4)C,57363,Positive,In Vivo
"(1S,3R,5R,6S,8R,10R,11S,13R,15R,16S,18R,20R,21S,23R,25R,26S,28R,30R,31S,33R,35R,36R,37R,38R,39R,40R,41R,42R,43R,44R,45R,46R,47R,48R,49R)-5,10,15,20,25,30,35-heptakis(hydroxymethyl)-2,4,7,9,12,14,17,19,22,24,27,29,32,34-tetradecaoxaoctacyclo[31.2.2.23,6.28,11.213,16.218,21.223,26.228,31]nonatetracontane-36,37,38,39,40,41,42,43,44,45,46,47,48,49-tetradecol",C([C@@H]1[C@@H]2[C@@H]([C@H]([C@H](O1)O[C@@H]3[C@H](O[C@@H]([C@@H]([C@H]3O)O)O[C@@H]4[C@H](O[C@@H]([C@@H]([C@H]4O)O)O[C@@H]5[C@H](O[C@@H]([C@@H]([C@H]5O)O)O[C@@H]6[C@H](O[C@@H]([C@@H]([C@H]6O)O)O[C@@H]7[C@H](O[C@@H]([C@@H]([C@H]7O)O)O[C@@H]8[C@H](O[C@H](O2)[C@@H]([C@H]8O)O)CO)CO)CO)CO)CO)CO)O)O)O,444041,Negative,In Vivo
"(1S,3R,7R,9R,10S,12R,14R)-12,14-dihydroxy-1,9-dimethyl-4-methylidene-6,13-dioxatricyclo[8.4.0.03,7]tetradecan-5-one",C[C@@H]1C[C@@H]2[C@H](C[C@]3([C@H]1C[C@@H](O[C@H]3O)O)C)C(=C)C(=O)O2,57074-51-8,Positive,in vitro
"(1S,4E,6R,10R,12E,14S,15S,17S,18S,19S)-19-benzyl-6,15-dihydroxy-10,17-dimethyl-16-methylidene-2-oxa-20-azatricyclo[12.7.0.01,18]henicosa-4,12-diene-3,21-dione",C[C@@H]1CCC[C@H](/C=C/C(=O)O[C@]23[C@@H](/C=C/C1)[C@@H](C(=C)[C@H]([C@H]2[C@@H](NC3=O)CC4=CC=CC=C4)C)O)O,14930-96-2,Negative,in vitro
"(1S,5E,16S,17R,18S,22R,27R,28R)-8-[(1Z)-buta-1,3-dienyl]-22,27-dihydroxy-20-(hydroxymethyl)-16,24,28-trimethyl-10-[(1E,3E,5E)-nona-1,3,5-trienyl]-2,14-dioxaheptacyclo[14.13.0.01,17.07,12.09,11.018,27.022,26]nonacosa-5,19,24-triene-3,13,23-trione",CCC/C=C/C=C/C=C/C1C2C1C3C(C2/C=C\C=C)/C=C/CC(=O)O[C@@]45C[C@H]([C@]6([C@H]([C@@H]4[C@]5(COC3=O)C)C=C(C[C@]7(C6C=C(C7=O)C)O)CO)O)C,6440822,Negative,In Vivo
"(1S,5R)-6,8-dioxabicyclo[3.2.1]oct-2-en-4-one",C1[C@@H]2C=CC(=O)[C@H](O1)O2,699486,Negative,In Vivo
"(1S,6R,13S)-16,17-dimethoxy-6-prop-1-en-2-yl-2,7,20-trioxapentacyclo[11.8.0.03,11.04,8.014,19]henicosa-3(11),4(8),9,14,16,18-hexaen-12-one",CC(=C)[C@H]1CC2=C(O1)C=CC3=C2O[C@@H]4COC5=CC(=C(C=C5[C@@H]4C3=O)OC)OC,6758,Negative,In Vivo
"(1S,6R)-2,5-dichloro-3-(2,5-dichlorophenyl)-7-oxabicyclo[4.1.0]hepta-2,4-diene",C1=CC(=C(C=C1Cl)C2=C([C@@H]3[C@@H](O3)C(=C2)Cl)Cl)Cl,121489661,Negative,In Vivo
"(2-butan-2-yl-4,6-dinitrophenyl) acetate",CCC(C)C1=C(C(=CC(=C1)[N+](=O)[O-])[N+](=O)[O-])OC(=O)C,2813-95-8,Negative,in vitro
(2-butan-2-ylphenyl) N-methyl-N-nitrosocarbamate,CCC(C)C1=CC=CC=C1OC(=O)N(C)N=O,,Positive,in vitro
(2-butan-2-ylphenyl) N-methylcarbamate,CCC(C)C1=CC=CC=C1OC(=O)NC,3766-81-2,Negative,in vitro
(2-chloro-2-naphthalen-2-ylethyl)-propan-2-ylazanium;chloride,CC(C)[NH2+]CC(C1=CC2=CC=CC=C2C=C1)Cl.[Cl-],20794-96-1,Positive,in vivo
(2-chlorophenyl) N-methyl-N-nitrosocarbamate,CN(C(=O)OC1=CC=CC=C1Cl)N=O,,Positive,in vitro
(2-chlorophenyl) N-methylcarbamate,CNC(=O)OC1=CC=CC=C1Cl,3942-54-9,Negative,in vitro
(2-chlorophenyl)-(4-chlorophenyl)-pyrimidin-5-ylmethanol,C1=CC=C(C(=C1)C(C2=CC=C(C=C2)Cl)(C3=CN=CN=C3)O)Cl,43226,Negative,In Vivo
(2-hydroxynaphthalen-1-yl)azanium;chloride,C1=CC=C2C(=C1)C=CC(=C2[NH3+])O.[Cl-],,Positive,in vitro
"(2-methyl-3-phenylphenyl)methyl (1R,3R)-3-[(Z)-2-chloro-3,3,3-trifluoroprop-1-enyl]-2,2-dimethylcyclopropane-1-carboxylate",CC1=C(C=CC=C1C2=CC=CC=C2)COC(=O)[C@@H]3[C@@H](C3(C)C)/C=C(/C(F)(F)F)\Cl,6442842,Negative,In Vivo
"(2-methyl-3-phenylphenyl)methyl (1R,3R)-3-[(Z)-2-chloro-3,3,3-trifluoroprop-1-enyl]-2,2-dimethylcyclopropane-1-carboxylate",CC1=C(C=CC=C1C2=CC=CC=C2)COC(=O)[C@@H]3[C@@H](C3(C)C)/C=C(/C(F)(F)F)\Cl,6442842,Positive,In Vivo
"(2-methyl-4-oxo-3-prop-2-enylcyclopent-2-en-1-yl) (1R,3R)-2,2-dimethyl-3-(2-methylprop-1-enyl)cyclopropane-1-carboxylate",CC1=C(C(=O)CC1OC(=O)[C@@H]2[C@H](C2(C)C)C=C(C)C)CC=C,260359-57-7,Negative,in vitro
"(2-methylsulfanyl-1,3-dioxoinden-2-yl) N,N-diethylcarbamate",CCN(CC)C(=O)OC1(C(=O)C2=CC=CC=C2C1=O)SC,,Positive,in vitro
(2-propan-2-yloxyphenyl) N-methyl-N-nitrosocarbamate,CC(C)OC1=CC=CC=C1OC(=O)N(C)N=O,38777-13-8,Positive,in vitro
(2-propan-2-yloxyphenyl) N-methylcarbamate,CC(C)OC1=CC=CC=C1OC(=O)NC,4944,Negative,In Vivo
(2-propan-2-yloxyphenyl) N-methylcarbamate,CC(C)OC1=CC=CC=C1OC(=O)NC,114-26-1,Negative,in vitro
(2-propan-2-ylphenyl) N-methyl-N-nitrosocarbamate,CC(C)C1=CC=CC=C1OC(=O)N(C)N=O,,Positive,in vitro
(2-propan-2-ylphenyl) N-methylcarbamate,CC(C)C1=CC=CC=C1OC(=O)NC,2631-40-5,Negative,in vitro
"(2-tert-butyl-4,6-dinitrophenyl) methanesulfonate",CC(C)(C)C1=C(C(=CC(=C1)[N+](=O)[O-])[N+](=O)[O-])OS(=O)(=O)C,147300,Negative,In Vivo
"(2,2-dimethyl-1,3-benzodioxol-4-yl) N-methylcarbamate",CC1(OC2=C(O1)C(=CC=C2)OC(=O)NC)C,2314,Negative,In Vivo
"(2,2-dimethyl-1,3-benzodioxol-4-yl) N-methylcarbamate",CC1(OC2=C(O1)C(=CC=C2)OC(=O)NC)C,22781-23-3,Negative,in vitro
"(2,2-dimethyl-3H-1-benzofuran-7-yl) N-methyl-N-nitrosocarbamate",CC1(CC2=C(O1)C(=CC=C2)OC(=O)N(C)N=O)C,62593-23-1,Positive,in vitro
"(2,2-dimethyl-3H-1-benzofuran-7-yl) N-methylcarbamate",CC1(CC2=C(O1)C(=CC=C2)OC(=O)NC)C,2566,Negative,In Vivo
"(2,2-dimethyl-3H-1-benzofuran-7-yl) N-methylcarbamate",CC1(CC2=C(O1)C(=CC=C2)OC(=O)NC)C,1563-66-2,Negative,in vitro
"(2,3-dihydroxy-4-methylsulfonyloxybutyl) methanesulfonate",CS(=O)(=O)OCC(C(COS(=O)(=O)C)O)O,21106-06-09,Positive,in vitro
"(2,3,5-trimethylphenyl) N-methyl-N-nitrosocarbamate",CC1=CC(=C(C(=C1)OC(=O)N(C)N=O)C)C,,Positive,in vitro
"(2,4-diamino-5-methylphenyl)-[3-(2,4-diamino-5-methylphenyl)iminoazaniumyl-4-methylphenyl]iminoazanium;dichloride",CC1=C(C=C(C=C1)N=[NH+]C2=C(C=C(C(=C2)C)N)N)[NH+]=NC3=C(C=C(C(=C3)C)N)N.[Cl-].[Cl-],,Negative,in vitro
"(2,4-dichlorophenoxy)-diethoxy-sulfanylidene-lambda5-phosphane",CCOP(=S)(OCC)OC1=C(C=C(C=C1)Cl)Cl,97-17-6,Positive,in vitro
"(2,4-dimethoxyphenyl)azanium;chloride",COC1=CC(=C(C=C1)[NH3+])OC.[Cl-],41023,Negative,In Vivo
"(2,4-dimethoxyphenyl)azanium;chloride",COC1=CC(=C(C=C1)[NH3+])OC.[Cl-],54150-69-5,Negative,in vivo
"(2,4-dinitrophenyl) thiocyanate",C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])SC#N,1594-56-5,Negative,in vitro
"(2,4-dinitrophenyl)hydrazine",C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])NN,119-26-6,Positive,in vitro
"(2,5-dioxo-3-prop-2-ynylimidazolidin-1-yl)methyl 2,2-dimethyl-3-(2-methylprop-1-enyl)cyclopropane-1-carboxylate",CC(=CC1C(C1(C)C)C(=O)OCN2C(=O)CN(C2=O)CC#C)C,123622,Negative,In Vivo
"(2,5-dioxoimidazolidin-4-yl)urea",C1(C(=O)NC(=O)N1)NC(=O)N,204,Negative,In Vivo
"(2,6-dimethyl-1,3-dioxan-4-yl) acetate",CC1CC(OC(O1)C)OC(=O)C,13232,Negative,In Vivo
"(2,6-dimethyl-1,3-dioxan-4-yl) acetate",CC1CC(OC(O1)C)OC(=O)C,13232,Positive,In Vivo
"(2,6-dimethyl-4-nitrosopiperazin-1-yl)-phenylmethanone",CC1CN(CC(N1C(=O)C2=CC=CC=C2)C)N=O,149740,Positive,In Vivo
"(20R,22S)-21-oxa-2-azahexacyclo[12.9.0.03,12.04,9.017,23.020,22]tricosa-1(14),2,4,6,8,10,12,15,17(23)-nonaene",C1CC2=C([C@H]3[C@@H]1O3)C4=C(C=C2)C=C5C=CC6=CC=CC=C6C5=N4,151985,Negative,In Vivo
"(20S,22R)-21-oxa-2-azahexacyclo[12.9.0.03,12.04,9.017,23.020,22]tricosa-1(14),2,4,6,8,10,12,15,17(23)-nonaene",C1CC2=C([C@@H]3[C@H]1O3)C4=C(C=C2)C=C5C=CC6=CC=CC=C6C5=N4,151986,Positive,In Vivo
"(2aS,3R)-3-methyl-1,2-dihydrobenzo[j]aceanthrylene-2a,3-diol",C[C@]1(C=CC2=CC3=C(C=CC4=CC=CC=C43)C5=C2[C@]1(CC5)O)O,68688-84-6,Negative,in vitro
"(2E,4E,6E,8E)-3,7-dimethyl-9-(2,6,6-trimethylcyclohexen-1-yl)nona-2,4,6,8-tetraen-1-ol",CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/CO)/C)/C,68-26-8,Negative,in vivo
"(2E,4E,6E,8E)-3,7-dimethyl-9-(2,6,6-trimethylcyclohexen-1-yl)nona-2,4,6,8-tetraenoic acid",CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C(=O)O)/C)/C,302-79-4,Positive,in vitro
"(2E,4E,6E,8E)-N-ethyl-9-(4-methoxy-2,3,6-trimethylphenyl)-3,7-dimethylnona-2,4,6,8-tetraenamide",CCNC(=O)/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C(=C(C=C1C)OC)C)C,56281-36-8,Negative,in vitro
"(2E,4E)-hexa-2,4-dienal",C/C=C/C=C/C=O,637564,Positive,In Vivo
"(2E,4E)-N-(2-methylpropyl)deca-2,4-dienamide",CCCCC/C=C/C=C/C(=O)NCC(C)C,18836-52-7,Positive,in vitro
"(2E)-3-methoxy-5-methyl-4-oxohexa-2,5-dienoic acid",CC(=C)C(=O)/C(=C\C(=O)O)/OC,90-65-3,Positive,in vivo
"(2E)-3-methoxy-5-methyl-4-oxohexa-2,5-dienoic acid",CC(=C)C(=O)/C(=C\C(=O)O)/OC,90-65-3,Negative,in vitro
"(2E)-3,7-dimethylocta-2,6-dienal",CC(=CCC/C(=C/C=O)/C)C,638011,Negative,In Vivo
(2E)-6-chloro-2-(6-chloro-4-methyl-3-oxo-1-benzothiophen-2-ylidene)-4-methyl-1-benzothiophen-3-one,CC1=CC(=CC2=C1C(=O)/C(=C\3/C(=O)C4=C(S3)C=C(C=C4C)Cl)/S2)Cl,2379-74-0,Negative,in vitro
"(2R,3aR,7S,7aR)-7-hydroxy-2,5,7-trimethyl-3a-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyspiro[3,7a-dihydro-2H-indene-6,1'-cyclopropane]-1-one",C[C@@H]1C[C@]2(C=C(C3(CC3)[C@@]([C@H]2C1=O)(C)O)C)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O,13962857,Positive,In Vivo
"(2R,3R,4R,5R,6R)-2-[(2R,3S,4S,5S)-2,5-bis(chloromethyl)-3,4-dihydroxyoxolan-2-yl]oxy-5-chloro-6-(hydroxymethyl)oxane-3,4-diol",C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CCl)O)O)CCl)O)O)Cl)O,71485,Negative,In Vivo
"(2R,3R,4R,5R,6S)-2-[[(2R,3S,4S,5R,6S)-6-[2-(3,4-dihydroxyphenyl)-5,7-dihydroxychromenylium-3-yl]oxy-3,4,5-trihydroxyoxan-2-yl]methoxy]-6-methyloxane-3,4,5-triol;chloride",C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=CC4=C(C=C(C=C4[O+]=C3C5=CC(=C(C=C5)O)O)O)O)O)O)O)O)O)O.[Cl-],29231,Negative,In Vivo
"(2R,3R,4R,5R)-1,6-bis(2-chloroethylamino)hexane-2,3,4,5-tetrol",C(CCl)NC[C@H]([C@H]([C@@H]([C@@H](CNCCCl)O)O)O)O,3033867,Positive,In Vivo
"(2R,3R,4R,5R)-1,6-bis(2-chloroethylamino)hexane-2,3,4,5-tetrol;dihydrochloride",C(CCl)NC[C@H]([C@H]([C@@H]([C@@H](CNCCCl)O)O)O)O.Cl.Cl,551-74-6,Positive,in vitro
"(2R,3R,4R,5R)-2,3,5,6-tetrahydroxy-4-[(2S,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyhexanal",C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@H]([C@@H](CO)O)[C@@H]([C@H](C=O)O)O)O)O)O)O,3037558,Negative,In Vivo
"(2R,3R,4R,5R)-2,3,5,6-tetrahydroxy-4-[(2S,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyhexanal",C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@H]([C@@H](CO)O)[C@@H]([C@H](C=O)O)O)O)O)O)O,3037558,Positive,In Vivo
"(2R,3R,4R,5R)-6-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyhexane-1,2,3,4,5-pentol",C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OC[C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O)O)O)O,88735,Negative,In Vivo
"(2R,3R,4R,5R)-hexane-1,2,3,4,5,6-hexol",C([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O,6251,Negative,In Vivo
"(2R,3R,4R,5R)-hexane-1,2,3,4,5,6-hexol",C([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O,69-65-8,Negative,in vivo
"(2R,3R,4R,5R)-hexane-1,2,3,4,5,6-hexol",C([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O,69-65-8,Negative,in vitro
"(2R,3R,4R,5S)-hexane-1,2,3,4,5,6-hexol",C([C@H]([C@H]([C@@H]([C@H](CO)O)O)O)O)O,50-70-4,Negative,in vivo
"(2R,3R,4R,5S)-hexane-1,2,3,4,5,6-hexol",C([C@H]([C@H]([C@@H]([C@H](CO)O)O)O)O)O,50-70-4,Negative,in vitro
"(2R,3R,4S,5R)-2-(4-aminopyrrolo[2,3-d]pyrimidin-7-yl)-5-(hydroxymethyl)oxolane-3,4-diol",C1=CN(C2=NC=NC(=C21)N)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,69-33-0,Negative,in vitro
"(2R,3R,4S,5R)-2,3,4,6-tetrahydroxy-5-sulfanylhexanal",C([C@H]([C@H]([C@@H]([C@H](C=O)O)O)O)S)O,20408-97-3,Negative,in vivo
"(2R,3R,4S,5S,6R)-2-[(1R,2R,3S,4S,6R)-2,3-dihydroxy-6-(hydroxymethyl)-4-[[(1S,4R,5S,6S)-4,5,6-trihydroxy-3-(hydroxymethyl)cyclohex-2-en-1-yl]amino]cyclohexyl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",C1[C@@H]([C@H]([C@@H]([C@H]([C@H]1N[C@H]2C=C([C@H]([C@@H]([C@H]2O)O)O)CO)O)O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)CO,37248-47-8,Negative,in vitro
"(2R,3R,5S)-2-(6-aminopurin-9-yl)-5-(hydroxymethyl)oxolan-3-ol",C1[C@H](O[C@H]([C@@H]1O)N2C=NC3=C(N=CN=C32)N)CO,73-03-0,Negative,in vitro
"(2R,3R)-2-chloro-3-(chloromethyl)oxirane",C([C@@H]1[C@H](O1)Cl)Cl,149399,Positive,In Vivo
"(2R,3R)-2-chloro-3-methyloxirane",C[C@@H]1[C@H](O1)Cl,155623,Positive,In Vivo
"(2R,3S,10S)-2-hydroxy-3-[(1R)-1-hydroxyheptyl]-10-[(S)-hydroxy-[(2S)-6-oxo-2,3-dihydropyran-2-yl]methyl]-6,14-dioxatricyclo[10.3.0.04,8]pentadeca-1(12),4(8)-diene-5,7,13,15-tetrone",CCCCCC[C@H]([C@H]1[C@H](C2=C(C[C@H](CC3=C1C(=O)OC3=O)[C@@H]([C@@H]4CC=CC(=O)O4)O)C(=O)OC2=O)O)O,21794-01-04,Positive,in vivo
"(2R,3S,10S)-2-hydroxy-3-[(1R)-1-hydroxyheptyl]-10-[(S)-hydroxy-[(2S)-6-oxo-2,3-dihydropyran-2-yl]methyl]-6,14-dioxatricyclo[10.3.0.04,8]pentadeca-1(12),4(8)-diene-5,7,13,15-tetrone",CCCCCC[C@H]([C@H]1[C@H](C2=C(C[C@H](CC3=C1C(=O)OC3=O)[C@@H]([C@@H]4CC=CC(=O)O4)O)C(=O)OC2=O)O)O,21794-01-04,Negative,in vitro
"(2R,3S,4R,5R,6R)-5-amino-2-(aminomethyl)-6-[(1R,2R,3S,4R,6S)-4,6-diamino-2-[(2S,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]oxy-3-hydroxycyclohexyl]oxyoxane-3,4-diol",C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CN)O)O)N)O[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)O)N,25546-65-0,Negative,in vitro
"(2R,3S,4R,5R,6R)-5-amino-2-(aminomethyl)-6-[(1R,2R,3S,4R,6S)-4,6-diamino-2-[(2S,3R,4S,5R)-4-[(3R,4R,5S,6S)-3-amino-6-(aminomethyl)-4,5-dihydroxyoxan-2-yl]oxy-3-hydroxy-5-(hydroxymethyl)oxolan-2-yl]oxy-3-hydroxycyclohexyl]oxyoxane-3,4-diol;sulfuric acid",C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CN)O)O)N)O[C@H]3[C@@H]([C@@H]([C@H](O3)CO)OC4[C@@H]([C@H]([C@@H]([C@@H](O4)CN)O)O)N)O)O)N.OS(=O)(=O)O,1405-10-3,Positive,in vivo
"(2R,3S,4R,5R,6R)-5-amino-2-(aminomethyl)-6-[(1R,2S,3S,4R,6S)-4,6-diamino-3-[(2S,3R,4S,5S,6R)-4-amino-3,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-2-hydroxycyclohexyl]oxyoxane-3,4-diol",C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CN)O)O)N)N,4696-76-8,Negative,in vitro
"(2R,3S,4R,5R)-2-(hydroxymethyl)-5-purin-9-yloxolane-3,4-diol",C1=C2C(=NC=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,550-33-4,Negative,in vitro
"(2R,3S,4R,5R)-2,3,4,5,6-pentahydroxyhexanal",C([C@H]([C@H]([C@@H]([C@H](C=O)O)O)O)O)O,50-99-7,Negative,in vivo
"(2R,3S,4R)-2,3,4,5-tetrahydroxypentanal",C([C@H]([C@@H]([C@H](C=O)O)O)O)O,644160,Negative,In Vivo
"(2R,3S,4S,5R,6R)-2-(aminomethyl)-6-[(1R,2R,3S,4R,6S)-4,6-diamino-3-[(2S,3R,4S,5S,6R)-4-amino-3,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-2-hydroxycyclohexyl]oxyoxane-3,4,5-triol",C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CN)O)O)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)N)O)N,59-01-8,Negative,in vitro
"(2R,3S,4S,5R)-2-(6-aminopurin-9-yl)-5-(hydroxymethyl)oxolane-3,4-diol",C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)O)N,5536-17-4,Positive,in vitro
"(2R,3S,4S,5S)-2-[(2R,3R,4R,5S,6R)-5-[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy]-3,4-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,5-dihydroxy-4-phosphonooxyhexanedioic acid",C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO[C@@H]4[C@H](O[C@@H]([C@@H]([C@H]4O)O)O[C@H]([C@@H]([C@@H]([C@@H](C(=O)O)O)OP(=O)(O)O)O)C(=O)O)CO)O)O)N,23526-02-05,Positive,in vitro
"(2R,3S,5R)-5-(6-aminopurin-9-yl)-2-(hydroxymethyl)oxolan-3-ol",C1[C@@H]([C@H](O[C@H]1N2C=NC3=C(N=CN=C32)N)CO)O,0958-09-08,Negative,in vitro
"(2R,3S)-2-(3,4-dihydroxyphenyl)-3,4-dihydro-2H-chromene-3,5,7-triol",C1[C@@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O,9064,Positive,In Vivo
"(2R,3S)-2-(4-methoxyphenyl)-3-methyloxirane",C[C@H]1[C@H](O1)C2=CC=C(C=C2)OC,11819368,Positive,In Vivo
"(2R,3S)-2-chloro-3-(chloromethyl)oxirane",C([C@H]1[C@H](O1)Cl)Cl,119516,Positive,In Vivo
